POLICY_NUM,FREE_LOOKS,POL_TYPE,FR_NUM,NO_NUM,FR_SERV_PERIOD,POLICY_AGE,INSURED_AGE,INSURED_STATE
00522328,N,Adjustable CompLife,056978    ,025  ,371,124,921,KY
00522329,N,Adjustable CompLife,043240    ,025  ,486,13,921,IL
00522330,N,Adjustable CompLife,095180    ,025  ,168,75,918,KY
00522331,N,Adjustable CompLife,099992    ,025  ,#VALUE!,103,917,IN
00522332,N,Adjustable CompLife,099992    ,025  ,#VALUE!,90,917,IN
00522333,N,Single Premium Life,054221    ,025  ,392,113,916,KY
00522334,N,Estate CompLife,038101    ,025  ,543,93,915,KY
00522335,N,Estate CompLife,038101    ,025  ,543,32,915,KY
00522336,N,Adjustable CompLife,005916    ,025  ,131,78,915,IN
00522337,N,Adjustable CompLife,038101    ,025  ,543,84,913,KY
00522338,N,Adjustable CompLife,067564    ,025  ,281,92,913,FL
00522339,N,90 Life,041640    ,025  ,389,63,872,KY
00522340,N,Level Term 10,049901    ,025  ,404,120,892,OH
00522341,N,Adjustable CompLife,067564    ,025  ,281,92,912,FL
00522342,N,Adjustable CompLife,095180    ,025  ,168,63,911,KY
00522343,N,Adjustable CompLife,082392    ,025  ,448,100,911,KY
00522344,N,Estate CompLife,056186    ,025  ,377,121,909,KY
00522345,N,Adjustable CompLife,036943    ,025  ,556,100,909,KY
00522346,N,Adjustable CompLife,090974    ,025  ,188,99,909,KY
00522347,N,Adjustable CompLife,058861    ,025  ,354,69,908,IN
00522348,N,Term 10,003909    ,025  ,99,37,869,IL
00522349,N,Adjustable CompLife,067564    ,025  ,281,104,907,KY
00522350,N,Adjustable CompLife,043240    ,025  ,486,37,907,KY
00522351,N,Adjustable CompLife,044234    ,025  ,476,63,906,KY
00522352,N,Adjustable CompLife,082392    ,025  ,448,90,906,KY
00522353,N,Estate CompLife,036943    ,025  ,556,105,905,KY
00522354,N,Adjustable CompLife,099992    ,025  ,#VALUE!,30,905,IN
00522355,N,Estate CompLife,038101    ,025  ,543,63,904,KY
00522356,N,Single Premium Life,056284    ,025  ,376,82,904,KY
00522357,N,90 Life,095415    ,025  ,118,7,904,IN
00522358,N,Single Premium Life,060097    ,025  ,345,102,903,KY
00522359,N,90 Life,095180    ,025  ,168,38,903,KY
00522360,N,Adjustable CompLife,044234    ,025  ,476,125,903,KY
00522361,N,Level Term 10,054221    ,025  ,370,121,879,KY
00522362,N,Level Term 10,033441    ,025  ,602,130,901,KY
00522363,N,Adjustable CompLife,033441    ,025  ,602,58,901,KY
00522364,N,90 Life,006409    ,025  ,129,75,901,KY
00522365,N,Estate CompLife,054221    ,025  ,392,121,900,KY
00522366,N,Estate CompLife,054221    ,025  ,392,121,900,KY
00522367,N,Level Term 10,041489    ,025  ,480,121,876,KY
00522368,N,Joint/Survivorship CompLife,090974    ,025  ,188,80,899,KY
00522369,N,Level Term 10,090974    ,025  ,188,149,899,KY
00522370,N,Single Premium Life,090974    ,025  ,188,63,899,KY
00522371,N,Estate CompLife,056186    ,025  ,377,45,899,IN
00522372,N,Estate CompLife,091468    ,025  ,186,38,898,KY
00522373,N,Joint/Survivorship CompLife,041640    ,025  ,429,57,897,KY
00522374,N,Adjustable CompLife,090974    ,025  ,188,58,896,KY
00522375,N,Adjustable CompLife,047452    ,025  ,450,109,895,NC
00522376,N,Level Term 10,047452    ,025  ,400,93,845,KY
00522377,N,Level Term 10,068695    ,025  ,217,59,840,KY
00522378,N,Adjustable CompLife,068695    ,025  ,271,54,895,KY
00522379,N,90 Life,083188    ,025  ,287,60,894,IN
00522380,N,Adjustable CompLife,090974    ,025  ,188,103,894,KY
00522381,N,Estate CompLife,095415    ,025  ,118,87,894,IN
00522382,N,Level Term 20,099992    ,025  ,#VALUE!,161,893,KY
00522383,N,Adjustable CompLife,038101    ,025  ,543,110,893,KY
00522384,N,Adjustable CompLife,038101    ,025  ,543,97,893,KY
00522385,N,Level Term 20,056186    ,025  ,377,161,893,IN
00522386,N,Adjustable CompLife,041489    ,025  ,504,37,892,KY
00522387,N,Adjustable CompLife,056186    ,025  ,377,118,892,IN
00522388,N,90 Life,099992    ,025  ,#VALUE!,59,892,KY
00522389,N,Joint/Survivorship CompLife,036943    ,025  ,556,48,892,FL
00522390,N,Adjustable CompLife,049901    ,025  ,424,47,891,KY
00522391,N,Adjustable CompLife,006409    ,025  ,129,64,891,KY
00522392,N,Adjustable CompLife,006409    ,025  ,129,8,891,KY
00522393,N,Adjustable CompLife,095180    ,025  ,168,99,890,KY
00522394,N,Adjustable CompLife,048664    ,025  ,438,76,890,FL
00522395,N,Joint/Survivorship CompLife,043240    ,025  ,486,109,890,KY
00522396,N,90 Life,043240    ,025  ,486,112,890,KY
00522397,N,Adjustable CompLife,094925    ,025  ,170,10,889,AL
00522398,N,Adjustable CompLife,090974    ,025  ,188,105,889,KY
00522399,N,Single Premium Life,090974    ,025  ,188,91,889,KY
00522400,N,Level Term 10,041640    ,025  ,382,72,843,KY
00522401,N,Adjustable CompLife,041640    ,025  ,429,46,889,KY
00522402,N,Adjustable CompLife,036943    ,025  ,556,105,889,KY
00522403,N,Adjustable CompLife,038101    ,025  ,543,85,889,KY
00522404,N,Adjustable CompLife,056284    ,025  ,376,69,888,KY
00522405,N,Adjustable CompLife,056978    ,025  ,371,102,888,KY
00522406,N,Level Term 10,056978    ,025  ,316,48,833,KY
00522407,N,Adjustable CompLife,002772    ,025  ,110,26,857,KY
00522408,N,Adjustable CompLife,036943    ,025  ,556,97,887,KY
00522409,N,Joint/Survivorship CompLife,043240    ,025  ,486,114,887,KY
00522410,N,Adjustable CompLife,038101    ,025  ,543,73,887,KY
00522411,N,Estate CompLife,082392    ,025  ,448,77,887,KY
00522412,N,Term 80,054221    ,025  ,349,107,843,KY
00522413,N,Adjustable CompLife,054221    ,025  ,392,42,886,KY
00522414,N,90 Life,003934    ,025  ,118,197,867,KY
00522415,N,Estate CompLife,033441    ,025  ,602,95,886,KY
00522416,N,Single Premium Life,060097    ,025  ,345,112,885,KY
00522417,N,Adjustable CompLife,003909    ,025  ,137,114,885,IL
00522418,N,Single Premium Life,041489    ,025  ,504,98,884,FL
00522419,N,Single Premium Life,051980    ,025  ,411,83,883,KY
00522420,N,Adjustable CompLife,043240    ,025  ,486,64,883,FL
00522421,N,Adjustable CompLife,054221    ,025  ,374,60,864,KY
00522422,N,90 Life,048664    ,025  ,438,107,883,KY
00522423,N,Single Premium Life,048664    ,025  ,438,69,883,KY
00522424,N,Adjustable CompLife,012546    ,025  ,113,39,883,[NULL]
00522425,N,Adjustable CompLife,056978    ,025  ,371,67,883,KY
00522426,N,Adjustable CompLife,099992    ,025  ,#VALUE!,49,882,KY
00522427,N,Adjustable CompLife,033441    ,025  ,602,85,882,KY
00522428,N,Adjustable CompLife,033441    ,025  ,602,57,882,KY
00522429,N,Adjustable CompLife,012546    ,025  ,113,19,882,IN
00522430,N,Adjustable CompLife,043240    ,025  ,486,59,881,KY
00522431,N,Adjustable CompLife,043240    ,025  ,486,56,881,KY
00522432,N,Adjustable CompLife,012546    ,025  ,113,44,881,IN
00522433,N,Adjustable CompLife,043240    ,025  ,486,6,880,KY
00522434,N,90 Life,067564    ,025  ,281,123,880,KY
00522435,N,Estate CompLife,049901    ,025  ,424,105,880,KY
00522436,N,Adjustable CompLife,044234    ,025  ,476,104,879,IN
00522437,N,Level Term 20,083188    ,025  ,247,123,839,KY
00522438,N,Adjustable CompLife,083188    ,025  ,287,57,879,KY
00522439,N,Adjustable CompLife,083188    ,025  ,287,49,879,KY
00522440,N,Adjustable CompLife,043240    ,025  ,486,67,879,KY
00522441,N,90 Life,039072    ,025  ,531,51,879,AL
00522442,N,Adjustable CompLife,056978    ,025  ,371,92,877,KY
00522443,N,Adjustable CompLife,082392    ,025  ,417,68,846,KY
00522444,N,Joint/Survivorship CompLife,053914    ,025  ,395,93,877,TN
00522445,N,Adjustable CompLife,043240    ,025  ,486,86,877,KY
00522446,N,Adjustable CompLife,043240    ,025  ,486,85,877,KY
00522447,N,Joint/Survivorship CompLife,056186    ,025  ,377,26,877,IN
00522448,N,Joint/Survivorship CompLife,056186    ,025  ,377,26,877,IN
00522449,N,Joint/Survivorship CompLife,056186    ,025  ,377,26,877,IN
00522450,N,Adjustable CompLife,036943    ,025  ,527,60,848,KY
00522451,N,Single Premium Life,056284    ,025  ,376,85,877,KY
00522452,N,Single Premium Life,056284    ,025  ,376,80,877,KY
00522453,N,Level Term 20,060097    ,025  ,345,166,876,KY
00522454,N,90 Life,066194    ,025  ,294,120,876,KY
00522455,N,Adjustable CompLife,082392    ,025  ,448,101,875,KY
00522456,N,Single Premium Life,068695    ,025  ,271,95,874,KY
00522457,N,Adjustable CompLife,043240    ,025  ,486,112,874,KY
00522458,N,Level Term 20,049901    ,025  ,290,24,740,KY
00522459,N,Adjustable CompLife,054221    ,025  ,392,102,873,KY
00522460,N,Level Term 10,099992    ,025  ,#VALUE!,60,845,KY
00522461,N,90 Life,099992    ,025  ,#VALUE!,52,873,KY
00522462,N,Adjustable CompLife,099992    ,025  ,#VALUE!,28,873,KY
00522463,N,Adjustable CompLife,038101    ,025  ,543,117,873,KY
00522464,N,90 Life,047452    ,025  ,450,94,873,KY
00522465,N,Level Term 10,066194    ,025  ,253,120,832,KY
00522466,N,Single Premium Life,056284    ,025  ,340,55,836,KY
00522467,N,Adjustable CompLife,058861    ,025  ,354,91,872,IN
00522468,N,90 Life,041640    ,025  ,429,105,872,KY
00522469,N,Adjustable CompLife,043240    ,025  ,486,54,872,KY
00522470,N,90 Life,049901    ,025  ,424,109,871,KY
00522471,N,Adjustable CompLife,083188    ,025  ,269,64,854,IN
00522472,N,Adjustable CompLife,0J2067    ,025  ,7,1,861,[NULL]
00522473,N,Level Term 10,061855    ,025  ,275,52,814,IL
00522474,N,Estate CompLife,061855    ,025  ,331,90,871,IL
00522475,N,Adjustable CompLife,082392    ,025  ,448,64,871,KY
00522476,N,Estate CompLife,061855    ,025  ,331,56,871,IL
00522477,N,Adjustable CompLife,006409    ,025  ,129,50,871,KY
00522478,N,Estate CompLife,054221    ,025  ,392,109,871,KY
00522479,N,Single Premium Life,056284    ,025  ,376,69,871,KY
00522480,N,Level Term 10,038101    ,025  ,490,32,817,KY
00522481,N,Level Term 10,038101    ,025  ,490,32,817,KY
00522482,N,Adjustable CompLife,033441    ,025  ,602,74,870,KY
00522483,N,Estate CompLife,038101    ,025  ,543,52,870,KY
00522484,N,Adjustable CompLife,038101    ,025  ,505,14,832,KY
00522485,N,Adjustable CompLife,041489    ,025  ,504,24,870,KY
00522486,N,Estate CompLife,054221    ,025  ,392,96,870,KY
00522487,N,Level Term 20,041489    ,025  ,504,148,870,KY
00522488,N,Term 10,038101    ,025  ,495,23,822,OR
00522489,N,Level Term 10,058861    ,025  ,354,100,869,IN
00522490,N,Adjustable CompLife,043240    ,025  ,486,29,869,KY
00522491,N,Adjustable CompLife,043240    ,025  ,486,18,869,KY
00522492,N,Adjustable CompLife,036943    ,025  ,556,115,868,KY
00522493,N,Adjustable CompLife,043240    ,025  ,486,88,868,KY
00522494,N,Adjustable CompLife,041489    ,025  ,504,318,868,KY
00522495,N,Level Term 10,041489    ,025  ,475,59,838,KY
00522496,N,Estate CompLife,041489    ,025  ,504,88,868,KY
00522497,N,Adjustable CompLife,041489    ,025  ,504,29,868,KY
00522498,N,Estate CompLife,062715    ,025  ,325,93,868,KY
00522499,N,Adjustable CompLife,062715    ,025  ,325,81,868,KY
00522500,N,Joint/Survivorship CompLife,054221    ,025  ,392,106,868,KY
00522501,N,Level Term 20,036943    ,025  ,556,147,868,KY
00522502,N,Adjustable CompLife,068695    ,025  ,271,115,867,KY
00522503,N,Adjustable CompLife,068695    ,025  ,271,62,867,KY
00522504,N,90 Life,056978    ,025  ,371,124,867,KY
00522505,N,Estate CompLife,036943    ,025  ,556,102,867,KY
00522506,N,Single Premium Life,039072    ,025  ,531,102,867,KY
00522507,N,Adjustable CompLife,033441    ,025  ,602,57,867,KY
00522508,N,Joint/Survivorship CompLife,091468    ,025  ,186,23,867,KY
00522509,N,Term 10,036943    ,025  ,546,8,857,AL
00522510,N,Adjustable CompLife,047452    ,025  ,450,43,867,KY
00522511,N,Adjustable CompLife,047452    ,025  ,450,10,867,KY
00522512,N,Term 80,054221    ,025  ,346,40,821,KY
00522513,N,Adjustable CompLife,047452    ,025  ,450,104,866,KY
00522514,N,Estate CompLife,041489    ,025  ,504,104,866,NC
00522515,N,90 Life,038101    ,025  ,543,84,866,KY
00522516,N,Adjustable CompLife,033441    ,025  ,569,47,833,KY
00522517,N,Estate CompLife,033441    ,025  ,592,108,856,KY
00522518,N,Level Term 20,061855    ,025  ,331,154,866,IL
00522519,N,Whole Life,056284    ,025  ,376,46,866,IN
00522520,N,Adjustable CompLife,038101    ,025  ,543,58,865,IL
00522521,N,Level Term 20,052397    ,025  ,408,151,865,KY
00522522,N,90 Life,056284    ,025  ,376,110,865,KY
00522523,N,Adjustable CompLife,049901    ,025  ,424,67,865,KY
00522524,N,Adjustable CompLife,023068    ,025  ,88,23,864,KY
00522525,N,Level Term 10,099992    ,025  ,#VALUE!,120,839,IN
00522526,N,Level Term 10,099992    ,025  ,#VALUE!,96,836,IN
00522527,N,Level Term 10,099992    ,025  ,#VALUE!,116,864,IN
00522528,N,Level Term 10,099992    ,025  ,#VALUE!,96,843,IN
00522529,N,Level Term 10,053914    ,025  ,377,147,846,KY
00522530,N,90 Life,056931    ,025  ,371,92,863,KY
00522531,N,Adjustable CompLife,056284    ,025  ,376,20,863,KY
00522532,N,Joint/Survivorship CompLife,056186    ,025  ,377,107,863,IN
00522533,N,Estate CompLife,062715    ,025  ,325,68,863,KY
00522534,N,90 Life,088770    ,025  ,125,118,863,KY
00522535,N,Adjustable CompLife,088770    ,025  ,125,102,863,KY
00522536,N,90 Life,088770    ,025  ,125,102,863,KY
00522537,N,Adjustable CompLife,094925    ,025  ,170,58,863,KY
00522538,N,Adjustable CompLife,099992    ,025  ,#VALUE!,113,862,KY
00522539,N,Level Term 20,041489    ,025  ,504,165,862,FL
00522540,N,Level Term 20,051151    ,025  ,418,136,862,KY
00522541,N,Level Term 10,043240    ,025  ,486,99,862,KY
00522542,N,Level Term 10,012546    ,025  ,113,118,862,IN
00522543,N,Adjustable CompLife,012546    ,025  ,113,40,862,IN
00522544,N,Adjustable CompLife,056186    ,025  ,377,118,862,IN
00522545,N,Adjustable CompLife,056186    ,025  ,377,118,862,IN
00522546,N,Whole Life,099992    ,025  ,#VALUE!,83,862,KY
00522547,N,Single Premium Life,060097    ,025  ,345,93,862,KY
00522548,N,Adjustable CompLife,062715    ,025  ,325,68,862,KY
00522549,N,Level Term 20,041640    ,025  ,429,147,862,TN
00522550,N,Level Term 10,038101    ,025  ,543,76,862,KY
00522551,N,Adjustable CompLife,038101    ,025  ,543,15,862,KY
00522552,N,Single Premium Life,090974    ,025  ,188,64,862,KY
00522553,N,Adjustable CompLife,062715    ,025  ,325,123,861,KY
00522554,N,Joint/Survivorship CompLife,036943    ,025  ,556,46,861,KY
00522555,N,Adjustable CompLife,057244    ,025  ,369,25,861,IN
00522556,N,Adjustable CompLife,083188    ,025  ,287,15,861,KY
00522557,N,Adjustable CompLife,090974    ,025  ,188,58,860,KY
00522558,N,Term 80,099992    ,025  ,#VALUE!,142,843,KY
00522559,N,Adjustable CompLife,047452    ,025  ,450,31,860,VA
00522560,N,Joint/Survivorship CompLife,036943    ,025  ,539,45,842,KY
00522561,N,Adjustable CompLife,005916    ,025  ,131,114,859,AZ
00522562,N,Adjustable CompLife,048664    ,025  ,438,55,859,KY
00522563,N,Adjustable CompLife,056978    ,025  ,371,45,859,KY
00522564,N,Adjustable CompLife,098546    ,025  ,155,70,859,KY
00522565,N,Estate CompLife,056186    ,025  ,377,117,859,CA
00522566,N,Adjustable CompLife,038101    ,025  ,543,76,859,KY
00522567,N,90 Life,047452    ,025  ,410,64,819,SC
00522568,N,Estate CompLife,091468    ,025  ,186,115,859,KY
00522569,N,Adjustable CompLife,099992    ,025  ,#VALUE!,21,859,KY
00522570,N,Level Term 10,044234    ,025  ,476,92,858,KY
00522571,N,Adjustable CompLife,023745    ,025  ,87,52,858,ME
00522572,N,Adjustable CompLife,043240    ,025  ,486,62,858,KY
00522573,N,Adjustable CompLife,058861    ,025  ,354,90,858,IN
00522574,N,Joint/Survivorship CompLife,056186    ,025  ,377,90,858,IN
00522575,N,Adjustable CompLife,047452    ,025  ,450,80,858,KY
00522576,N,Level Term 20,038101    ,025  ,543,154,858,KY
00522577,N,Estate CompLife,043240    ,025  ,486,95,858,KY
00522578,N,Level Term 10,047452    ,025  ,450,81,858,KY
00522579,N,Estate CompLife,068695    ,025  ,271,105,857,KY
00522580,N,90 Life,054221    ,025  ,392,42,857,KY
00522581,N,Level Term 10,041640    ,025  ,392,119,819,KY
00522582,N,Adjustable CompLife,082392    ,025  ,448,59,857,MN
00522583,N,90 Life,054221    ,025  ,392,61,857,KY
00522584,N,Adjustable CompLife,090974    ,025  ,188,104,857,KY
00522585,N,Level Term 10,099992    ,025  ,#VALUE!,93,856,KY
00522586,N,Level Term 20,052397    ,025  ,408,149,856,KY
00522587,N,Level Term 10,088770    ,025  ,125,131,856,KY
00522588,N,Level Term 10,088770    ,025  ,125,95,856,KY
00522589,N,Adjustable CompLife,056186    ,025  ,377,91,856,IN
00522590,N,Level Term 20,036943    ,025  ,556,151,856,KY
00522591,N,Joint/Survivorship CompLife,0I8679    ,025  ,21,18,856,[NULL]
00522592,N,Term 80,099992    ,025  ,#VALUE!,156,853,KY
00522593,N,Joint/Survivorship CompLife,041489    ,025  ,504,82,856,KY
00522594,N,90 Life,051980    ,025  ,411,116,855,KY
00522595,N,Level Term 10,051980    ,025  ,411,116,855,KY
00522596,N,90 Life,051980    ,025  ,411,22,855,KY
00522597,N,Estate CompLife,051151    ,025  ,418,115,855,KY
00522598,N,Adjustable CompLife,054221    ,025  ,392,80,855,KY
00522599,N,Adjustable CompLife,038101    ,025  ,543,58,855,IL
00522600,N,Level Term 10,098877    ,025  ,153,103,854,KY
00522601,N,Adjustable CompLife,043240    ,025  ,486,121,854,KY
00522602,N,Adjustable CompLife,082392    ,025  ,448,12,854,KY
00522603,N,Adjustable CompLife,041489    ,025  ,504,85,854,KY
00522604,N,Level Term 10,099992    ,025  ,#VALUE!,121,817,IN
00522605,N,Adjustable CompLife,056978    ,025  ,371,66,854,KY
00522606,N,Adjustable CompLife,043240    ,025  ,486,83,854,KY
00522607,N,Level Term 20,099992    ,025  ,#VALUE!,150,854,KY
00522608,N,Adjustable CompLife,056931    ,025  ,371,32,853,KY
00522609,N,Level Term 20,043240    ,025  ,486,138,853,KY
00522610,N,Level Term 10,005529    ,025  ,116,96,836,KY
00522611,N,Term 10,005529    ,025  ,90,46,810,KY
00522612,N,Level Term 10,057244    ,025  ,356,96,840,IN
00522613,N,Adjustable CompLife,099992    ,025  ,#VALUE!,55,852,IN
00522614,N,Adjustable CompLife,057244    ,025  ,369,32,852,IN
00522615,N,90 Life,057244    ,025  ,369,12,852,IN
00522616,N,Level Term 10,038301    ,025  ,505,119,816,SC
00522617,N,Adjustable CompLife,090974    ,025  ,188,8,852,TN
00522618,N,Term 10,038101    ,025  ,543,16,852,KY
00522619,N,Estate CompLife,038101    ,025  ,543,13,852,KY
00522620,N,Single Premium Life,043240    ,025  ,486,112,851,KY
00522621,N,Adjustable CompLife,043240    ,025  ,486,93,851,KY
00522622,N,Adjustable CompLife,043240    ,025  ,486,74,851,KY
00522623,N,Level Term 20,099992    ,025  ,#VALUE!,156,851,KY
00522624,N,Level Term 10,094925    ,025  ,170,69,851,KY
00522625,N,Level Term 10,094925    ,025  ,170,68,851,KY
00522626,N,Adjustable CompLife,094925    ,025  ,170,10,851,KY
00522627,N,Level Term 10,099992    ,025  ,#VALUE!,59,821,KY
00522628,N,Adjustable CompLife,099992    ,025  ,#VALUE!,28,851,KY
00522629,N,Level Term 20,061855    ,025  ,331,151,851,KY
00522630,N,Adjustable CompLife,012546    ,025  ,113,38,850,IN
00522631,N,Extended Term,058861    ,025  ,299,23,795,IN
00522632,N,90 Life,054221    ,025  ,392,99,850,KY
00522633,N,Estate CompLife,051980    ,025  ,378,61,816,KY
00522634,N,Level Term 10,051980    ,025  ,411,95,850,KY
00522635,N,Level Term 20,023068    ,025  ,80,119,841,KY
00522636,N,Adjustable CompLife,023068    ,025  ,88,8,850,KY
00522637,N,Level Term 20,054221    ,025  ,392,129,850,KY
00522638,N,Level Term 10,083188    ,025  ,287,96,850,KY
00522639,N,Level Term 20,060097    ,025  ,345,166,849,KY
00522640,N,90 Life,047452    ,025  ,450,117,849,KY
00522641,N,Single Premium Life,056284    ,025  ,376,113,849,KY
00522642,N,Level Term 10,056931    ,025  ,371,102,849,KY
00522643,N,Level Term 20,047452    ,025  ,450,134,849,KY
00522644,N,Adjustable CompLife,036943    ,025  ,556,86,849,KY
00522645,N,Level Term 10,036943    ,025  ,543,70,836,KY
00522646,N,Adjustable CompLife,036943    ,025  ,556,12,849,KY
00522647,N,Adjustable CompLife,038101    ,025  ,543,5,849,IL
00522648,N,Adjustable CompLife,043240    ,025  ,468,89,830,IL
00522649,N,Adjustable CompLife,043240    ,025  ,468,56,830,IL
00522650,N,Adjustable CompLife,062715    ,025  ,325,121,848,KY
00522651,N,Level Term 20,041489    ,025  ,370,#NUM!,714,KY
00522652,N,Adjustable CompLife,088770    ,025  ,125,37,848,KY
00522653,N,Adjustable CompLife,0B6962    ,025  ,29,27,810,TN
00522654,N,Level Term 20,056931    ,025  ,371,146,848,TN
00522655,N,Level Term 10,043240    ,025  ,486,74,847,KY
00522656,N,Level Term 10,061855    ,025  ,331,142,847,IL
00522657,N,Level Term 20,061855    ,025  ,331,120,847,IL
00522658,N,Estate CompLife,061855    ,025  ,331,104,847,IL
00522659,N,Estate CompLife,061855    ,025  ,331,74,847,IL
00522660,N,Single Premium Life,089219    ,025  ,129,68,847,KY
00522661,N,Estate CompLife,061855    ,025  ,331,50,847,IL
00522662,N,Estate CompLife,066194    ,025  ,294,113,847,FL
00522663,N,Adjustable CompLife,003436    ,025  ,138,97,847,KY
00522664,N,Term 80,054221    ,025  ,392,126,847,KY
00522665,N,Adjustable CompLife,056978    ,025  ,371,68,847,KY
00522666,N,Adjustable CompLife,043240    ,025  ,486,85,847,KY
00522667,N,Extended Term,043240    ,025  ,438,33,799,KY
00522668,N,90 Life,095180    ,025  ,168,80,847,KY
00522669,N,Level Term 20,091468    ,025  ,186,137,846,KY
