POLICY_NUM,SURRENDER,POL_TYPE,FR_NUM,NO_NUM,FR_SERV_PERIOD,POLICY_AGE,INSURED_AGE,INSURED_STATE
00201038,N,Level Term 20,023871    ,008  ,87,164,688,GA
00201039,N,Level Term 20,023871    ,008  ,87,124,688,GA
00201040,N,Level Term 10,087643    ,008  ,202,120,688,GA
00201041,N,Level Term 20,059580    ,008  ,349,40,688,FL
00201042,N,Level Term 10,044817    ,008  ,471,122,688,GA
00201043,N,Level Term 10,044817    ,008  ,471,122,688,GA
00201044,Y,Term 80,002687    ,008  ,105,125,652,GA
00201045,N,Level Term 20,016303    ,008  ,103,80,688,GA
00201046,N,90 Life,0B5866    ,008  ,70,64,688,GA
00201047,N,Level Term 10,002687    ,008  ,105,0,652,GA
00201048,N,Level Term 10,002687    ,008  ,141,31,688,GA
00201049,N,90 Life,0B5866    ,008  ,70,22,688,GA
00201050,N,Level Term 10,078410    ,008  ,218,142,688,GA
00201051,N,65 Life,054071    ,008  ,393,39,688,GA
00201052,N,Level Term 20,074007    ,008  ,241,148,687,GA
00201053,N,Level Term 20,045614    ,008  ,465,158,687,TX
00201054,N,Level Term 20,0E5708    ,008  ,28,7,687,GA
00201055,N,Level Term 20,090933    ,008  ,188,113,687,GA
00201056,Y,Level Term 20,048539    ,008  ,422,94,670,GA
00201057,N,Term 80,099992    ,008  ,#VALUE!,79,665,GA
00201058,N,Term 80,099992    ,008  ,#VALUE!,73,665,GA
00201059,N,Level Term 10,061432    ,008  ,334,66,687,GA
00201060,N,Level Term 20,061432    ,008  ,334,64,687,GA
00201061,N,Level Term 20,077044    ,008  ,224,17,687,GA
00201062,N,Level Term 20,092611    ,008  ,182,148,687,GA
00201063,N,Level Term 10,0B4666    ,008  ,75,29,687,GA
00201064,N,Level Term 20,090152    ,008  ,193,17,687,NC
00201065,N,Level Term 20,092611    ,008  ,182,148,687,GA
00201066,N,Level Term 20,099992    ,008  ,#VALUE!,142,687,GA
00201067,N,Level Term 20,092611    ,008  ,182,114,687,GA
00201068,N,Level Term 20,000004    ,008  ,#VALUE!,82,687,GA
00201069,N,Adjustable CompLife,092611    ,008  ,182,45,687,GA
00201070,Y,Adjustable CompLife,061541    ,008  ,330,102,684,GA
00201071,N,Level Term 20,0C8140    ,008  ,42,3,687,GA
00201072,N,Level Term 10,061432    ,008  ,334,145,687,GA
00201073,N,Level Term 10,048555    ,008  ,439,95,687,GA
00201074,N,Level Term 10,048555    ,008  ,430,86,677,GA
00201075,N,Adjustable CompLife,048555    ,008  ,439,94,687,GA
00201076,N,Level Term 10,048555    ,008  ,430,81,677,GA
00201077,N,90 Life,015801    ,008  ,105,51,687,NY
00201078,N,Level Term 20,070163    ,008  ,247,26,671,GA
00201079,N,Level Term 20,044817    ,008  ,471,40,687,NC
00201080,N,Level Term 10,044817    ,008  ,471,40,687,NC
00201081,N,Level Term 20,070163    ,008  ,262,23,687,GA
00201082,N,Level Term 20,087643    ,008  ,202,158,687,GA
00201083,N,Adjustable CompLife,061541    ,008  ,333,61,687,GA
00201084,N,Level Term 20,060906    ,008  ,338,33,687,GA
00201085,N,Level Term 20,092611    ,008  ,182,141,687,GA
00201086,N,Term 80,051803    ,008  ,412,124,687,GA
00201087,N,Level Term 20,059580    ,008  ,349,117,687,GA
00201088,N,Level Term 20,091608    ,008  ,185,85,687,GA
00201089,N,65 Life,0C1239    ,008  ,8,2,637,GA
00201090,N,Level Term 20,074007    ,008  ,241,84,687,GA
00201091,N,Adjustable CompLife,015177    ,008  ,107,84,687,GA
00201092,N,Level Term 10,005566    ,008  ,119,115,673,GA
00201093,N,Level Term 20,005566    ,008  ,133,5,687,GA
00201094,N,Term 80,066345    ,008  ,292,114,687,GA
00201095,Y,Estate CompLife,063583    ,008  ,308,61,679,GA
00201096,N,Level Term 20,044964    ,008  ,470,164,687,GA
00201097,Y,Adjustable CompLife,078410    ,008  ,204,34,673,GA
00201098,N,Level Term 10,067815    ,008  ,242,0,650,GA
00201099,N,Level Term 10,074007    ,008  ,241,33,687,GA
00201100,N,Level Term 10,067815    ,008  ,279,32,687,GA
00201101,N,Level Term 20,005566    ,008  ,130,26,684,GA
00201102,N,90 Life,099992    ,008  ,#VALUE!,113,687,GA
00201103,N,Term 80,0B9838    ,008  ,45,2,669,TN
00201104,N,Level Term 20,070163    ,008  ,262,20,687,GA
00201105,N,Level Term 10,0C8140    ,008  ,42,17,687,GA
00201106,N,Level Term 20,044964    ,008  ,470,158,687,GA
00201107,N,Term 80,060906    ,008  ,338,153,687,GA
00201108,N,Level Term 20,070289    ,008  ,239,24,665,GA
00201109,N,Level Term 20,0K1519    ,008  ,4,1,687,GA
00201110,N,Term 80,044817    ,008  ,471,155,687,GA
00201111,N,Term 80,090933    ,008  ,188,41,687,GA
00201112,N,90 Life,063120    ,008  ,320,107,687,GA
00201113,N,Level Term 10,063120    ,008  ,320,69,687,GA
00201114,N,Level Term 20,016303    ,008  ,63,119,646,GA
00201115,N,Adjustable CompLife,016303    ,008  ,103,40,687,GA
00201116,N,Level Term 20,051803    ,008  ,412,51,687,GA
00201117,N,90 Life,057320    ,008  ,368,7,687,GA
00201118,Y,Term 80,007207    ,008  ,80,37,640,GA
00201119,N,Level Term 20,067102    ,008  ,285,163,687,GA
00201120,N,Term 80,044817    ,008  ,471,127,687,GA
00201121,N,Level Term 10,062384    ,008  ,327,122,687,TN
00201122,N,Level Term 20,062384    ,008  ,327,122,687,TN
00201123,N,Level Term 20,099992    ,008  ,#VALUE!,59,687,AL
00201124,N,Level Term 20,015801    ,008  ,105,55,687,GA
00201125,N,Level Term 20,063120    ,008  ,320,156,687,GA
00201126,N,Estate CompLife,099992    ,008  ,#VALUE!,120,686,GA
00201127,N,Adjustable CompLife,087643    ,008  ,202,92,686,GA
00201128,N,Level Term 20,099992    ,008  ,#VALUE!,18,640,GA
00201129,N,Level Term 20,061541    ,008  ,333,159,686,GA
00201130,N,Term 80,090933    ,008  ,188,124,686,GA
00201131,Y,65 Life,024253    ,008  ,64,22,664,GA
00201132,Y,Level Term 10,024253    ,008  ,64,22,664,GA
00201133,N,Level Term 20,0B5866    ,008  ,70,4,686,GA
00201134,N,Term 80,057320    ,008  ,352,1,670,AZ
00201135,N,Term 80,057320    ,008  ,352,1,670,NJ
00201136,N,Estate CompLife,057320    ,008  ,368,16,686,AZ
00201137,N,Estate CompLife,057320    ,008  ,368,16,686,NJ
00201138,Y,Level Term 20,062384    ,008  ,317,117,677,GA
00201139,N,Level Term 20,070163    ,008  ,223,100,647,GA
00201140,N,Level Term 10,099992    ,008  ,#VALUE!,84,634,GA
00201141,Y,Estate CompLife,070163    ,008  ,258,34,682,GA
00201142,N,65 Life,005566    ,008  ,133,81,686,GA
00201143,N,Level Term 10,063120    ,008  ,320,41,686,GA
00201144,N,Adjustable CompLife,016303    ,008  ,103,51,686,GA
00201145,N,Term 80,078410    ,008  ,218,166,686,GA
00201146,N,65 Life,078410    ,008  ,218,117,686,GA
00201147,N,65 Life,078410    ,008  ,218,44,686,GA
00201148,N,10 Pay Life,061432    ,008  ,334,4,686,GA
00201149,N,Term 80,090933    ,008  ,134,44,631,GA
00201150,N,Level Term 20,063583    ,008  ,317,153,686,GA
00201151,N,Level Term 10,063120    ,008  ,320,79,686,GA
00201152,N,Adjustable CompLife,048539    ,008  ,440,92,686,GA
00201153,Y,90 Life,066227    ,008  ,281,57,674,GA
00201154,N,Adjustable CompLife,044817    ,008  ,471,66,686,GA
00201155,N,Level Term 20,015801    ,008  ,105,55,686,GA
00201156,N,Level Term 20,015177    ,008  ,71,0,650,GA
00201157,N,Level Term 20,015177    ,008  ,107,32,686,GA
00201158,N,Adjustable CompLife,076702    ,008  ,226,20,686,CA
00201159,N,Level Term 20,0B4964    ,008  ,74,56,686,GA
00201160,N,Level Term 20,074007    ,008  ,241,32,686,GA
00201161,N,Level Term 10,045614    ,008  ,465,87,686,GA
00201162,Y,Term 80,099992    ,008  ,#VALUE!,151,673,NJ
00201163,N,Adjustable CompLife,063583    ,008  ,317,97,686,GA
00201164,N,Level Term 20,063583    ,008  ,317,97,686,GA
00201165,N,Level Term 10,052627    ,008  ,405,160,686,GA
00201166,N,Adjustable CompLife,002687    ,008  ,141,96,686,GA
00201167,Y,Level Term 20,049080    ,008  ,382,107,632,GA
00201168,N,Level Term 10,066227    ,008  ,282,95,674,GA
00201169,N,Term 80,090933    ,008  ,188,74,686,GA
00201170,N,Adjustable CompLife,090933    ,008  ,188,20,686,GA
00201171,N,90 Life,015177    ,008  ,107,6,686,GA
00201172,N,Term 80,0C7552    ,008  ,28,2,670,TX
00201173,N,Adjustable CompLife,0C7552    ,008  ,43,15,686,TX
00201174,N,Level Term 20,087643    ,008  ,202,78,686,TX
00201175,N,65 Life,061541    ,008  ,333,63,686,GA
00201176,N,Level Term 20,044964    ,008  ,426,118,642,GA
00201177,N,Level Term 20,044964    ,008  ,420,73,636,GA
00201178,Y,Term 80,090933    ,008  ,52,24,549,GA
00201179,N,Level Term 20,087811    ,008  ,201,113,686,GA
00201180,N,Adjustable CompLife,070163    ,008  ,262,86,686,GA
00201181,N,Level Term 20,070163    ,008  ,262,86,686,GA
00201182,N,Estate CompLife,070163    ,008  ,262,7,686,GA
00201183,N,Level Term 20,099992    ,008  ,#VALUE!,158,686,GA
00201184,N,Level Term 10,067815    ,008  ,271,116,678,GA
00201185,N,Level Term 10,067815    ,008  ,271,116,678,GA
00201186,N,Level Term 20,045614    ,008  ,465,98,685,GA
00201187,N,Level Term 20,099992    ,008  ,#VALUE!,34,685,GA
00201188,N,Level Term 10,061432    ,008  ,289,103,641,AL
00201189,N,Level Term 20,092611    ,008  ,182,130,685,GA
00201190,N,90 Life,005566    ,008  ,110,44,662,GA
00201191,N,Adjustable CompLife,061432    ,008  ,334,44,685,AL
00201192,N,Level Term 20,048555    ,008  ,439,30,685,GA
00201193,N,Level Term 20,015177    ,008  ,71,0,649,FL
00201194,N,Adjustable CompLife,023474    ,008  ,53,0,650,TX
00201195,N,Adjustable CompLife,023474    ,008  ,88,34,685,TX
00201196,N,Level Term 20,015177    ,008  ,107,32,685,FL
00201197,N,Adjustable CompLife,023474    ,008  ,88,31,685,TX
00201198,N,Adjustable CompLife,077044    ,008  ,224,124,685,GA
00201199,N,Estate CompLife,002687    ,008  ,141,86,685,GA
00201200,N,Level Term 20,077044    ,008  ,224,5,685,GA
00201201,N,Level Term 20,078503    ,008  ,161,72,629,GA
00201202,N,Level Term 20,019404    ,008  ,94,116,683,SC
00201203,N,Level Term 20,067102    ,008  ,285,20,685,GA
00201204,N,10 Pay Life,019404    ,008  ,96,1,685,SC
00201205,N,Level Term 20,098402    ,008  ,157,137,685,GA
00201206,N,Level Term 20,073268    ,008  ,245,134,685,NJ
00201207,N,Term 80,090152    ,008  ,193,104,685,GA
00201208,N,Adjustable CompLife,074007    ,008  ,241,93,685,GA
00201209,N,Level Term 10,074007    ,008  ,241,93,685,GA
00201210,N,Level Term 10,074007    ,008  ,241,28,685,GA
00201211,N,Level Term 20,045614    ,008  ,465,157,685,TX
00201212,N,Level Term 20,078503    ,008  ,217,139,685,GA
00201213,N,Level Term 20,078503    ,008  ,217,93,685,GA
00201214,N,Level Term 20,078503    ,008  ,217,93,685,GA
00201215,N,15 Pay Life,063583    ,008  ,317,7,685,GA
00201216,N,Estate CompLife,085196    ,008  ,317,157,685,NC
00201217,N,Level Term 20,085196    ,008  ,260,101,628,NC
00201218,Y,Adjustable CompLife,091608    ,008  ,182,90,682,GA
00201219,N,Adjustable CompLife,078503    ,008  ,217,63,685,GA
00201220,N,Adjustable CompLife,048555    ,008  ,439,118,685,TX
00201221,N,Adjustable CompLife,048555    ,008  ,439,105,685,TX
00201222,N,Adjustable CompLife,048555    ,008  ,439,94,685,TX
00201223,N,Adjustable CompLife,053360    ,008  ,399,63,685,GA
00201224,Y,Level Term 20,015817    ,008  ,63,119,642,GA
00201225,N,Level Term 20,023871    ,008  ,87,68,685,GA
00201226,N,Adjustable CompLife,015817    ,008  ,105,43,685,GA
00201227,N,Level Term 10,099992    ,008  ,#VALUE!,41,685,GA
00201228,N,Adjustable CompLife,078410    ,008  ,218,102,685,GA
00201229,N,Term 80,099992    ,008  ,#VALUE!,163,685,TX
00201230,N,65 Life,059580    ,008  ,349,87,685,FL
00201231,N,20 Pay Life,051803    ,008  ,412,46,685,GA
00201232,N,Level Term 20,0B5866    ,008  ,70,12,685,GA
00201233,N,Term 80,035624    ,008  ,572,114,685,GA
00201234,N,Term 80,035624    ,008  ,572,114,685,GA
00201235,N,Adjustable CompLife,063583    ,008  ,317,117,685,KY
00201236,N,Level Term 20,063583    ,008  ,317,90,685,KY
00201237,N,Term 80,087811    ,008  ,152,72,636,GA
00201238,N,Level Term 20,074007    ,008  ,241,52,685,VA
00201239,N,15 Pay Life,074007    ,008  ,241,3,685,VA
00201240,N,Level Term 20,002687    ,008  ,120,46,664,GA
00201241,N,Level Term 20,045614    ,008  ,465,74,685,GA
00201242,N,Estate CompLife,057320    ,008  ,368,122,685,GA
00201243,N,Joint/Survivorship CompLife,063583    ,008  ,317,111,685,GA
00201244,N,Level Term 20,092611    ,008  ,182,65,685,GA
00201245,N,Adjustable CompLife,063583    ,008  ,317,15,685,GA
00201246,N,Adjustable CompLife,048135    ,008  ,444,118,685,GA
00201247,N,Estate CompLife,057320    ,008  ,368,24,685,GA
00201248,N,Estate CompLife,070163    ,008  ,262,15,685,GA
00201249,N,Level Term 20,070163    ,008  ,262,15,685,GA
00201250,N,Level Term 20,070163    ,008  ,262,145,685,GA
00201251,N,Level Term 20,070163    ,008  ,262,140,685,GA
00201252,N,Term 80,062384    ,008  ,327,69,685,GA
00201253,N,90 Life,090933    ,008  ,145,#NUM!,642,GA
00201254,N,Level Term 20,099992    ,008  ,#VALUE!,0,647,GA
00201255,N,Level Term 20,099992    ,008  ,#VALUE!,33,685,GA
00201256,N,Estate CompLife,070163    ,008  ,262,25,685,GA
00201257,N,Adjustable CompLife,007207    ,008  ,127,124,684,GA
00201258,N,Level Term 20,060906    ,008  ,338,30,684,GA
00201259,N,Level Term 20,060906    ,008  ,338,30,684,GA
00201260,N,Adjustable CompLife,076702    ,008  ,226,110,684,GA
00201261,N,90 Life,073268    ,008  ,245,114,684,GA
00201262,N,Adjustable CompLife,068729    ,008  ,271,83,684,GA
00201263,N,Adjustable CompLife,054622    ,008  ,389,215,684,GA
00201264,N,Adjustable CompLife,073268    ,008  ,245,73,684,GA
00201265,N,Level Term 20,054622    ,008  ,389,70,684,GA
00201266,N,90 Life,073268    ,008  ,245,66,684,GA
00201267,N,65 Life,068729    ,008  ,271,54,684,GA
00201268,N,Level Term 20,057320    ,008  ,368,28,684,GA
00201269,N,Level Term 10,077044    ,008  ,88,26,549,GA
00201270,N,Level Term 20,054622    ,008  ,389,155,684,GA
00201271,N,Level Term 20,048135    ,008  ,425,94,666,GA
00201272,N,Estate CompLife,054622    ,008  ,389,102,684,GA
00201273,N,Level Term 10,099992    ,008  ,#VALUE!,136,684,GA
00201274,N,Level Term 20,066227    ,008  ,272,93,663,GA
00201275,N,90 Life,066227    ,008  ,285,13,676,GA
00201276,N,Level Term 10,0J8630    ,008  ,6,3,684,GA
00201277,N,Level Term 20,059580    ,008  ,349,67,684,FL
00201278,N,Level Term 20,059580    ,008  ,349,155,684,FL
00201279,Y,Term 80,005566    ,008  ,125,131,675,GA
00201280,N,Level Term 20,0C6724    ,008  ,46,39,684,FL
00201281,N,Level Term 20,005566    ,008  ,133,8,684,GA
00201282,N,Adjustable CompLife,060906    ,008  ,338,66,684,GA
00201283,N,Level Term 20,063120    ,008  ,320,19,684,GA
00201284,N,Term 80,0I8409    ,008  ,21,7,684,GA
00201285,N,Term 80,076740    ,008  ,226,107,684,GA
00201286,N,Estate CompLife,076740    ,008  ,226,101,684,GA
00201287,N,Level Term 10,098402    ,008  ,157,93,684,GA
00201288,N,Term 80,098402    ,008  ,157,93,684,GA
00201289,N,Level Term 10,099992    ,008  ,#VALUE!,161,684,GA
00201290,N,Level Term 20,060906    ,008  ,338,155,684,GA
00201291,Y,Level Term 20,005566    ,008  ,96,71,647,GA
00201292,N,Level Term 10,054071    ,008  ,393,94,684,GA
00201293,N,90 Life,054071    ,008  ,393,68,684,GA
00201294,N,Level Term 10,044817    ,008  ,471,150,684,GA
00201295,N,Level Term 20,087811    ,008  ,201,145,684,GA
00201296,Y,Level Term 20,054622    ,008  ,366,67,661,GA
00201297,Y,Level Term 20,054622    ,008  ,366,67,661,GA
00201298,N,Level Term 20,005566    ,008  ,133,57,684,GA
00201299,N,Level Term 20,099992    ,008  ,#VALUE!,135,684,GA
00201300,N,Level Term 10,036755    ,008  ,503,73,630,GA
00201301,N,Adjustable CompLife,020610    ,008  ,92,58,684,MS
00201302,N,Level Term 20,036755    ,008  ,558,51,684,GA
00201303,N,Adjustable CompLife,020610    ,008  ,92,42,684,MS
00201304,N,Estate CompLife,070289    ,008  ,261,40,684,GA
00201305,Y,20 Pay Life,020610    ,008  ,78,24,670,MS
00201306,N,Level Term 20,020610    ,008  ,92,21,684,MS
00201307,N,Adjustable CompLife,063120    ,008  ,320,83,684,GA
00201308,N,Estate CompLife,054622    ,008  ,389,71,684,GA
00201309,N,Term 80,068729    ,008  ,271,139,684,GA
00201310,N,Adjustable CompLife,019404    ,008  ,96,118,684,GA
00201311,N,Level Term 20,019404    ,008  ,96,78,684,GA
00201312,N,Level Term 20,063120    ,008  ,320,75,684,GA
00201313,N,Extended Term,005566    ,008  ,121,18,671,GA
00201314,N,Term 80,066345    ,008  ,263,123,655,GA
00201315,N,Level Term 20,019404    ,008  ,96,149,684,GA
00201316,N,Level Term 20,019404    ,008  ,96,149,684,GA
00201317,N,Level Term 20,066345    ,008  ,292,29,684,GA
00201318,Y,Level Term 20,099992    ,008  ,#VALUE!,93,663,GA
00201319,N,Level Term 20,073268    ,008  ,245,97,684,CT
00201320,N,Term 80,057320    ,008  ,341,106,657,UT
00201321,Y,Estate CompLife,057320    ,008  ,353,12,669,UT
00201322,N,Term 80,058155    ,008  ,318,118,641,GA
00201323,N,Level Term 20,020610    ,008  ,56,0,648,GA
00201324,N,Level Term 20,020610    ,008  ,92,31,684,GA
00201325,Y,Estate CompLife,048135    ,008  ,442,90,682,TN
00201326,N,Level Term 20,048135    ,008  ,444,84,684,TN
00201327,N,Adjustable CompLife,016303    ,008  ,103,36,684,FL
00201328,N,Term 80,066227    ,008  ,265,134,655,FL
00201329,N,Level Term 10,015073    ,008  ,107,99,684,GA
00201330,N,Level Term 20,005566    ,008  ,133,96,684,GA
00201331,N,Term 80,061432    ,008  ,334,162,683,GA
00201332,N,Level Term 10,061432    ,008  ,334,102,683,GA
00201333,N,Level Term 20,016303    ,008  ,103,58,683,GA
00201334,N,Estate CompLife,053360    ,008  ,399,98,683,GA
00201335,N,Adjustable CompLife,070289    ,008  ,261,1,683,GA
00201336,N,Level Term 20,044964    ,008  ,470,150,683,GA
00201337,N,Level Term 10,099992    ,008  ,#VALUE!,140,683,GA
00201338,N,Level Term 20,044964    ,008  ,470,28,683,GA
00201339,N,Level Term 10,059580    ,008  ,349,111,683,GA
00201340,N,Level Term 20,099992    ,008  ,#VALUE!,156,683,GA
00201341,N,Level Term 20,015053    ,008  ,64,48,640,GA
00201342,N,Level Term 20,016303    ,008  ,103,89,683,GA
00201343,N,Adjustable CompLife,015073    ,008  ,107,65,683,GA
00201344,N,Adjustable CompLife,066345    ,008  ,292,17,683,GA
00201345,Y,Level Term 20,019404    ,008  ,70,132,657,GA
00201346,N,Level Term 20,090933    ,008  ,188,112,683,GA
00201347,N,Level Term 20,005566    ,008  ,133,30,683,WI
00201348,N,Level Term 20,019404    ,008  ,96,26,683,GA
00201349,N,Level Term 20,061432    ,008  ,334,159,683,GA
00201350,N,Level Term 20,063120    ,008  ,320,151,683,GA
00201351,N,Level Term 10,063583    ,008  ,317,95,683,GA
00201352,N,90 Life,063583    ,008  ,317,5,683,GA
00201353,N,Term 80,061476    ,008  ,334,93,683,FL
00201354,N,Level Term 20,019404    ,008  ,96,58,683,GA
00201355,N,Level Term 20,019404    ,008  ,96,55,683,GA
00201356,N,Term 80,099992    ,008  ,#VALUE!,91,657,GA
00201357,N,Level Term 20,078784    ,008  ,215,149,683,GA
00201358,N,Adjustable CompLife,060906    ,008  ,338,53,683,GA
00201359,N,Level Term 20,054622    ,008  ,389,33,683,CA
00201360,N,Adjustable CompLife,078784    ,008  ,185,0,653,GA
00201361,N,90 Life,070289    ,008  ,261,43,683,AL
00201362,N,Level Term 20,070289    ,008  ,261,38,683,AL
00201363,N,Level Term 20,070289    ,008  ,217,120,638,GA
00201364,N,Level Term 20,078410    ,008  ,205,120,670,GA
00201365,N,Level Term 20,005566    ,008  ,133,86,683,GA
00201366,N,Estate CompLife,070289    ,008  ,261,78,683,GA
00201367,N,Adjustable CompLife,078410    ,008  ,218,53,683,GA
00201368,N,Level Term 20,070289    ,008  ,261,16,683,GA
00201369,N,Adjustable CompLife,078410    ,008  ,218,12,683,GA
00201370,Y,Level Term 20,073268    ,008  ,229,121,667,GA
00201371,N,Adjustable CompLife,076740    ,008  ,226,61,683,GA
00201372,N,Level Term 20,061541    ,008  ,333,109,683,GA
00201373,N,Adjustable CompLife,060402    ,008  ,342,106,683,GA
00201374,N,Level Term 20,061541    ,008  ,333,67,683,GA
00201375,N,Adjustable CompLife,060402    ,008  ,342,33,683,GA
00201376,N,Level Term 10,0C8140    ,008  ,21,3,662,GA
00201377,N,Level Term 20,061541    ,008  ,333,132,683,GA
00201378,N,Adjustable CompLife,070289    ,008  ,261,60,683,GA
00201379,N,Level Term 20,070289    ,008  ,261,57,683,GA
00201380,N,Level Term 20,049080    ,008  ,435,28,683,GA
00201381,N,Level Term 20,049080    ,008  ,435,28,683,GA
00201382,N,Level Term 20,019404    ,008  ,96,17,683,GA
00201383,N,65 Life,087643    ,008  ,154,0,635,GA
00201384,N,65 Life,054071    ,008  ,393,46,683,GA
00201385,N,Level Term 20,067815    ,008  ,279,25,683,MD
00201386,N,Level Term 20,091959    ,008  ,185,16,683,GA
00201387,N,Level Term 20,085196    ,008  ,317,13,683,CA
00201388,N,Level Term 20,051803    ,008  ,397,144,668,GA
00201389,N,Estate CompLife,063583    ,008  ,317,100,682,FL
00201390,N,Estate CompLife,063583    ,008  ,317,73,682,FL
00201391,N,Level Term 20,002687    ,008  ,141,54,682,GA
00201392,N,Level Term 20,054622    ,008  ,389,70,682,GA
00201393,N,Level Term 20,059580    ,008  ,349,39,682,CA
00201394,N,Level Term 20,000004    ,008  ,#VALUE!,165,682,GA
00201395,N,Term 80,063120    ,008  ,320,106,682,GA
00201396,N,Level Term 20,002687    ,008  ,141,96,682,GA
00201397,N,Level Term 20,002687    ,008  ,141,96,682,GA
00201398,N,Estate CompLife,002687    ,008  ,141,95,682,GA
00201399,N,Level Term 20,099992    ,008  ,#VALUE!,90,682,GA
00201400,N,Term 80,007207    ,008  ,76,37,632,GA
00201401,N,Adjustable CompLife,002687    ,008  ,141,59,682,GA
00201402,N,Level Term 20,051803    ,008  ,412,32,682,GA
00201403,N,Term 80,054071    ,008  ,393,120,682,SC
00201404,N,Level Term 20,054622    ,008  ,389,49,682,GA
00201405,N,Level Term 20,054622    ,008  ,389,49,682,GA
00201406,N,Level Term 20,059107    ,008  ,353,26,682,GA
00201407,N,Estate CompLife,060402    ,008  ,342,88,682,GA
00201408,N,Level Term 20,068729    ,008  ,247,63,658,GA
00201409,N,Level Term 20,068729    ,008  ,246,54,657,GA
00201410,N,Level Term 20,068729    ,008  ,246,54,657,GA
00201411,Y,Adjustable CompLife,068729    ,008  ,247,44,658,GA
00201412,N,Level Term 20,048135    ,008  ,444,76,682,GA
00201413,N,Level Term 20,048135    ,008  ,444,76,682,GA
00201414,N,Adjustable CompLife,002341    ,008  ,142,65,682,FL
00201415,N,Term 80,002341    ,008  ,142,65,682,FL
00201416,N,Adjustable CompLife,002341    ,008  ,142,40,682,FL
00201417,N,Joint/Survivorship CompLife,098185    ,008  ,158,37,682,GA
00201418,Y,Level Term 10,092498    ,008  ,154,118,653,GA
00201419,N,Level Term 20,099992    ,008  ,#VALUE!,134,682,FL
00201420,N,Level Term 20,092498    ,008  ,182,28,682,GA
00201421,N,Level Term 20,0B4964    ,008  ,74,31,682,GA
00201422,N,Adjustable CompLife,0B4964    ,008  ,74,4,682,GA
00201423,N,Level Term 20,060652    ,008  ,340,131,682,GA
00201424,N,Level Term 20,073268    ,008  ,245,112,682,GA
00201425,N,Level Term 20,073268    ,008  ,245,79,682,GA
00201426,N,Level Term 20,073268    ,008  ,245,17,682,GA
00201427,N,Level Term 20,051803    ,008  ,412,156,682,GA
00201428,N,Estate CompLife,054622    ,008  ,389,84,682,GA
00201429,N,Level Term 20,078784    ,008  ,172,37,639,FL
00201430,N,Estate CompLife,078784    ,008  ,215,43,682,FL
00201431,N,Level Term 20,061432    ,008  ,334,139,682,GA
00201432,N,Level Term 20,090933    ,008  ,188,83,682,GA
00201433,N,Level Term 10,060906    ,008  ,338,164,682,GA
00201434,N,Level Term 10,060402    ,008  ,301,120,642,GA
00201435,N,Level Term 20,060906    ,008  ,338,152,682,GA
00201436,N,Adjustable CompLife,060402    ,008  ,342,124,682,GA
00201437,N,65 Life,067815    ,008  ,279,113,682,NC
00201438,N,Adjustable CompLife,048555    ,008  ,439,16,682,GA
00201439,N,Term 80,060906    ,008  ,338,9,682,GA
00201440,N,Level Term 20,076702    ,008  ,226,159,682,TN
00201441,N,Level Term 20,048555    ,008  ,439,151,682,GA
00201442,N,Term 80,045614    ,008  ,417,96,634,GA
00201443,N,Adjustable CompLife,048555    ,008  ,439,108,682,GA
00201444,N,Adjustable CompLife,048555    ,008  ,439,63,682,GA
00201445,N,Level Term 10,060652    ,008  ,284,106,626,GA
00201446,N,Level Term 20,073268    ,008  ,245,137,682,GA
00201447,N,Level Term 20,048539    ,008  ,440,95,682,GA
00201448,N,Estate CompLife,060652    ,008  ,340,55,682,GA
00201449,N,Level Term 20,059580    ,008  ,349,49,682,GA
00201450,N,Estate CompLife,066345    ,008  ,292,11,682,GA
00201451,N,Term 80,051803    ,008  ,412,154,682,GA
00201452,N,Level Term 10,048555    ,008  ,439,127,682,TX
00201453,N,Level Term 20,070163    ,008  ,262,160,682,GA
00201454,N,Level Term 20,070289    ,008  ,261,81,682,GA
00201455,N,Level Term 20,051803    ,008  ,412,68,682,GA
00201456,N,Level Term 10,0C6126    ,008  ,14,1,647,GA
00201457,Y,Term 80,078503    ,008  ,196,78,661,FL
00201458,Y,Term 80,078503    ,008  ,196,78,661,FL
00201459,N,Adjustable CompLife,078503    ,008  ,217,51,682,FL
00201460,N,Level Term 20,078503    ,008  ,217,20,682,FL
00201461,N,Level Term 20,078503    ,008  ,217,20,682,FL
00201462,N,Estate CompLife,063583    ,008  ,317,59,681,GA
00201463,N,Adjustable CompLife,014969    ,008  ,108,38,681,FL
00201464,N,Level Term 10,076740    ,008  ,226,119,681,GA
00201465,N,Level Term 10,076740    ,008  ,226,40,681,GA
00201466,N,Level Term 20,048135    ,008  ,444,162,681,GA
00201467,N,Level Term 20,085196    ,008  ,317,152,681,GA
00201468,N,Term 80,085196    ,008  ,317,152,681,GA
00201469,N,Adjustable CompLife,087643    ,008  ,202,123,681,GA
00201470,N,Level Term 10,087643    ,008  ,162,75,641,GA
00201471,N,Adjustable CompLife,087643    ,008  ,202,40,681,GA
00201472,N,Joint/Survivorship CompLife,063583    ,008  ,317,120,681,GA
00201473,N,Estate CompLife,063583    ,008  ,317,107,681,GA
00201474,N,Estate CompLife,063583    ,008  ,317,75,681,GA
00201475,N,Level Term 20,054622    ,008  ,389,119,681,IN
