POLICY_NUM,FREE_LOOKS,POL_TYPE,FR_NUM,NO_NUM,FR_SERV_PERIOD,POLICY_AGE,INSURED_AGE,INSURED_STATE
00378812,N,Level Term 10,062484    ,129  ,327,135,919,FL
00378813,N,Term 10,062484    ,129  ,312,120,905,FL
00378814,N,Adjustable CompLife,0B1685    ,129  ,79,1,918,WI
00378815,N,Level Term 10,000088    ,129  ,#VALUE!,119,894,FL
00378816,N,Adjustable CompLife,0B0960    ,129  ,63,29,899,FL
00378817,Y,Adjustable CompLife,0B0960    ,129  ,64,0,898,FL
00378818,N,Adjustable CompLife,000064    ,129  ,#VALUE!,35,916,FL
00378819,N,Adjustable CompLife,0B1114    ,129  ,81,53,916,FL
00378820,N,90 Life,023224    ,129  ,88,111,915,FL
00378821,N,Adjustable CompLife,000033    ,129  ,#VALUE!,51,915,FL
00378822,N,Level Term 10,088920    ,129  ,153,122,869,FL
00378823,N,Level Term 10,088920    ,129  ,168,123,884,FL
00378824,N,Adjustable CompLife,000088    ,129  ,#VALUE!,103,913,FL
00378825,N,Adjustable CompLife,007899    ,129  ,125,61,913,FL
00378826,N,Adjustable CompLife,007899    ,129  ,125,58,913,FL
00378827,N,Adjustable CompLife,023465    ,129  ,88,35,913,FL
00378828,N,Adjustable CompLife,0B8590    ,129  ,65,10,912,FL
00378829,N,Adjustable CompLife,0B1685    ,129  ,79,36,912,FL
00378830,N,Adjustable CompLife,0B1685    ,129  ,79,19,912,FL
00378831,N,Adjustable CompLife,056763    ,129  ,374,56,912,NY
00378832,N,Estate CompLife,069435    ,129  ,269,89,911,FL
00378833,N,Estate CompLife,031282    ,129  ,640,89,910,MA
00378834,N,Whole Life,022998    ,129  ,60,83,882,FL
00378835,N,Adjustable CompLife,000088    ,129  ,#VALUE!,76,910,FL
00378836,N,Adjustable CompLife,0B6858    ,129  ,68,21,910,NY
00378837,N,Adjustable CompLife,009903    ,129  ,121,69,910,FL
00378838,N,Adjustable CompLife,000011    ,129  ,#VALUE!,69,909,FL
00378839,N,Adjustable CompLife,0J6006    ,129  ,11,9,908,FL
00378840,N,Estate CompLife,060199    ,129  ,345,120,907,FL
00378841,N,Single Premium Life,000065    ,129  ,#VALUE!,85,906,FL
00378842,N,Estate CompLife,000065    ,129  ,#VALUE!,108,905,FL
00378843,N,Adjustable CompLife,061749    ,129  ,332,22,905,FL
00378844,N,Single Premium Life,000065    ,129  ,#VALUE!,85,905,FL
00378845,N,Adjustable CompLife,000065    ,129  ,#VALUE!,76,899,FL
00378846,N,Term 80,090916    ,129  ,188,150,904,FL
00378847,N,Adjustable CompLife,090916    ,129  ,188,82,904,FL
00378848,N,Adjustable CompLife,000007    ,129  ,#VALUE!,42,904,FL
00378849,N,Adjustable CompLife,000064    ,129  ,#VALUE!,63,904,FL
00378850,N,Level Term 10,000064    ,129  ,#VALUE!,120,889,FL
00378851,N,90 Life,000033    ,129  ,#VALUE!,111,902,FL
00378852,N,90 Life,023224    ,129  ,88,97,902,FL
00378853,N,Level Term 10,092847    ,129  ,145,96,865,FL
00378854,N,Single Premium Life,045863    ,129  ,462,68,900,FL
00378855,N,Estate CompLife,048732    ,129  ,407,81,866,NJ
00378856,N,Adjustable CompLife,066474    ,129  ,292,111,898,VT
00378857,N,Adjustable CompLife,000033    ,129  ,#VALUE!,11,858,FL
00378858,N,Adjustable CompLife,0C3366    ,129  ,54,31,895,FL
00378859,N,Level Term 10,090916    ,129  ,167,104,874,FL
00378860,N,Adjustable CompLife,0B1685    ,129  ,79,3,895,FL
00378861,N,Estate CompLife,088920    ,129  ,197,2,894,FL
00378862,N,Estate CompLife,088920    ,129  ,197,0,894,FL
00378863,N,Joint/Survivorship CompLife,061749    ,129  ,332,23,894,FL
00378864,N,Adjustable CompLife,022998    ,129  ,51,50,857,FL
00378865,N,Estate CompLife,062484    ,129  ,327,112,894,FL
00378866,N,Estate CompLife,061749    ,129  ,332,105,893,FL
00378867,N,Level Term 10,000065    ,129  ,#VALUE!,105,853,FL
00378868,N,Level Term 10,069435    ,129  ,269,154,892,FL
00378869,N,Adjustable CompLife,000007    ,129  ,#VALUE!,63,892,FL
00378870,N,Adjustable CompLife,011514    ,129  ,70,48,846,FL
00378871,N,90 Life,000007    ,129  ,#VALUE!,77,891,FL
00378872,N,Adjustable CompLife,0B1685    ,129  ,79,15,890,NY
00378873,N,Adjustable CompLife,000011    ,129  ,#VALUE!,58,890,FL
00378874,N,Whole Life,077897    ,129  ,192,63,861,FL
00378875,N,Whole Life,077897    ,129  ,192,55,861,FL
00378876,N,Estate CompLife,071814    ,129  ,255,92,889,FL
00378877,N,Adjustable CompLife,003525    ,129  ,138,32,889,FL
00378878,N,Estate CompLife,000064    ,129  ,#VALUE!,21,888,FL
00378879,N,Estate CompLife,000064    ,129  ,#VALUE!,21,888,FL
00378880,N,Adjustable CompLife,0J6006    ,129  ,11,1,888,FL
00378881,N,Adjustable CompLife,059593    ,129  ,350,42,888,FL
00378882,N,Estate CompLife,071814    ,129  ,255,116,887,FL
00378883,N,Adjustable CompLife,0E1292    ,129  ,36,28,887,FL
00378884,N,Adjustable CompLife,000065    ,129  ,#VALUE!,58,886,FL
00378885,N,Term 80,000065    ,129  ,#VALUE!,162,886,FL
00378886,N,90 Life,066474    ,129  ,292,116,886,NC
00378887,N,Level Term 10,000011    ,129  ,#VALUE!,120,842,FL
00378888,N,Level Term 10,061749    ,129  ,332,109,884,MA
00378889,N,Level Term 20,069435    ,129  ,269,164,884,FL
00378890,N,Adjustable CompLife,000064    ,129  ,#VALUE!,27,883,FL
00378891,N,Level Term 10,000033    ,129  ,#VALUE!,120,863,FL
00378892,N,Adjustable CompLife,054140    ,129  ,394,116,883,FL
00378893,N,Adjustable CompLife,054140    ,129  ,394,111,883,FL
00378894,N,Term 10,023224    ,129  ,41,24,836,FL
00378895,N,Adjustable CompLife,088920    ,129  ,141,25,827,FL
00378896,N,Adjustable CompLife,000088    ,129  ,#VALUE!,74,883,FL
00378897,N,Adjustable CompLife,000088    ,129  ,#VALUE!,75,883,FL
00378898,N,Adjustable CompLife,003525    ,129  ,138,102,882,FL
00378899,N,Joint/Survivorship CompLife,048732    ,129  ,440,33,882,NJ
00378900,N,Whole Life,044117    ,129  ,463,46,867,FL
00378901,N,Whole Life,044117    ,129  ,463,46,867,FL
00378902,N,Whole Life,044117    ,129  ,463,46,867,FL
00378903,N,Level Term 10,075213    ,129  ,195,97,843,FL
00378904,N,Level Term 10,000033    ,129  ,#VALUE!,133,881,FL
00378905,N,Adjustable CompLife,056763    ,129  ,336,104,844,NY
00378906,N,Adjustable CompLife,088920    ,129  ,186,67,869,FL
00378907,N,Term 10,0B1114    ,129  ,52,49,850,FL
00378908,N,Adjustable CompLife,000088    ,129  ,#VALUE!,77,880,FL
00378909,N,Level Term 10,085687    ,129  ,157,25,746,FL
00378910,N,Level Term 20,056763    ,129  ,374,152,879,CT
00378911,N,Adjustable CompLife,0B1573    ,129  ,63,23,862,FL
00378912,N,Estate CompLife,088591    ,129  ,6,103,878,FL
00378913,N,Adjustable CompLife,000033    ,129  ,#VALUE!,38,878,FL
00378914,N,Estate CompLife,056763    ,129  ,374,123,878,FL
00378915,N,Adjustable CompLife,066474    ,129  ,292,92,878,FL
00378916,N,Adjustable CompLife,000065    ,129  ,#VALUE!,95,877,FL
00378917,N,Level Term 20,0E1292    ,129  ,36,152,877,FL
00378918,N,Adjustable CompLife,0E1292    ,129  ,36,90,877,FL
00378919,N,Adjustable CompLife,0E1292    ,129  ,36,32,877,FL
00378920,N,Estate CompLife,045863    ,129  ,462,103,876,FL
00378921,N,90 Life,000065    ,129  ,#VALUE!,29,876,FL
00378922,N,Adjustable CompLife,000065    ,129  ,#VALUE!,46,876,FL
00378923,N,Estate CompLife,016402    ,129  ,103,51,876,NY
00378924,N,Estate CompLife,056763    ,129  ,374,86,876,WA
00378925,N,Level Term 10,062484    ,129  ,276,57,825,FL
00378926,N,Adjustable CompLife,062484    ,129  ,278,17,827,FL
00378927,N,Adjustable CompLife,012544    ,129  ,75,49,837,FL
00378928,N,Level Term 10,012544    ,129  ,69,43,832,FL
00378929,N,Adjustable CompLife,000033    ,129  ,#VALUE!,89,876,FL
00378930,N,Term 10,000033    ,129  ,#VALUE!,34,834,FL
00378931,N,Adjustable CompLife,000033    ,129  ,#VALUE!,47,876,FL
00378932,N,Adjustable CompLife,000033    ,129  ,#VALUE!,42,876,FL
00378933,N,Adjustable CompLife,0J7938    ,129  ,8,1,875,FL
00378934,N,Adjustable CompLife,036191    ,129  ,564,107,875,FL
00378935,N,Term 80,011556    ,129  ,115,96,875,FL
00378936,N,90 Life,059593    ,129  ,350,25,875,FL
00378937,N,Adjustable CompLife,000065    ,129  ,#VALUE!,8,875,MN
00378938,N,Level Term 20,000033    ,129  ,#VALUE!,155,875,FL
00378939,N,Adjustable CompLife,000007    ,129  ,#VALUE!,118,875,FL
00378940,N,Adjustable CompLife,000065    ,129  ,#VALUE!,99,874,FL
00378941,N,Adjustable CompLife,000065    ,129  ,#VALUE!,109,873,FL
00378942,N,Adjustable CompLife,000064    ,129  ,#VALUE!,26,873,FL
00378943,N,Adjustable CompLife,000065    ,129  ,#VALUE!,106,873,FL
00378944,N,Adjustable CompLife,059593    ,129  ,350,108,873,FL
00378945,N,Extended Term,000007    ,129  ,#VALUE!,23,838,FL
00378946,N,Term 80,000065    ,129  ,#VALUE!,128,872,FL
00378947,N,Adjustable CompLife,0B8836    ,129  ,65,26,871,FL
00378948,N,Estate CompLife,069435    ,129  ,269,123,871,FL
00378949,N,Adjustable CompLife,007899    ,129  ,98,83,844,IN
00378950,N,Adjustable CompLife,069435    ,129  ,269,83,870,FL
00378951,N,Adjustable CompLife,069435    ,129  ,269,58,870,FL
00378952,N,Level Term 20,056763    ,129  ,374,165,870,CT
00378953,N,Level Term 10,000033    ,129  ,#VALUE!,114,856,FL
00378954,N,Term 10,069435    ,129  ,269,77,870,FL
00378955,N,Adjustable CompLife,069435    ,129  ,269,42,870,FL
00378956,N,Adjustable CompLife,0B1685    ,129  ,79,3,870,FL
00378957,N,Level Term 20,059593    ,129  ,350,164,870,FL
00378958,N,Level Term 20,000088    ,129  ,#VALUE!,152,869,FL
00378959,N,Adjustable CompLife,000088    ,129  ,#VALUE!,84,869,FL
00378960,N,Estate CompLife,088920    ,129  ,197,132,869,FL
00378961,N,90 Life,013399    ,129  ,113,69,869,FL
00378962,N,Extended Term,000033    ,129  ,#VALUE!,19,815,FL
00378963,N,Level Term 10,048732    ,129  ,415,120,844,NJ
00378964,N,Adjustable CompLife,088920    ,129  ,197,41,868,TN
00378965,N,Adjustable CompLife,023224    ,129  ,88,77,868,FL
00378966,N,Level Term 20,056763    ,129  ,374,150,868,CT
00378967,N,Level Term 20,069435    ,129  ,269,164,868,FL
00378968,N,Level Term 20,000065    ,129  ,#VALUE!,147,868,FL
00378969,N,Estate CompLife,088920    ,129  ,197,11,868,OK
00378970,N,90 Life,000033    ,129  ,#VALUE!,18,813,FL
00378971,N,90 Life,000088    ,129  ,#VALUE!,86,867,FL
00378972,N,Adjustable CompLife,003525    ,129  ,138,115,867,FL
00378973,N,Level Term 10,069435    ,129  ,235,95,833,FL
00378974,N,Level Term 10,069435    ,129  ,235,94,833,MO
00378975,N,Term 10,088920    ,129  ,177,82,847,FL
00378976,N,Level Term 20,088920    ,129  ,56,25,725,FL
00378977,N,Level Term 20,000065    ,129  ,#VALUE!,144,866,IN
00378978,N,Adjustable CompLife,000065    ,129  ,#VALUE!,75,860,FL
00378979,N,Adjustable CompLife,048732    ,129  ,440,74,866,NJ
00378980,N,Level Term 20,000065    ,129  ,#VALUE!,145,866,IN
00378981,N,Adjustable CompLife,023224    ,129  ,88,57,866,FL
00378982,N,Adjustable CompLife,000065    ,129  ,#VALUE!,25,866,IN
00378983,N,Level Term 10,076076    ,129  ,202,97,837,FL
00378984,N,Adjustable CompLife,000065    ,129  ,#VALUE!,80,866,FL
00378985,N,Adjustable CompLife,0B1573    ,129  ,80,43,865,FL
00378986,N,Adjustable CompLife,088920    ,129  ,162,28,830,FL
00378987,N,Adjustable CompLife,016402    ,129  ,103,37,865,FL
00378988,N,Adjustable CompLife,054140    ,129  ,394,72,865,FL
00378989,N,Single Premium Life,000065    ,129  ,#VALUE!,84,864,FL
00378990,N,Estate CompLife,0E6015    ,129  ,27,0,864,NY
00378991,N,Level Term 10,069056    ,129  ,269,86,864,NJ
00378992,N,90 Life,074634    ,129  ,237,26,864,FL
00378993,N,Adjustable CompLife,007899    ,129  ,84,44,822,IN
00378994,N,Estate CompLife,011514    ,129  ,116,85,863,FL
00378995,N,Level Term 10,011514    ,129  ,91,60,838,FL
00378996,N,Estate CompLife,011514    ,129  ,116,25,863,FL
00378997,N,Adjustable CompLife,022998    ,129  ,89,76,863,NY
00378998,N,Level Term 10,003525    ,129  ,138,79,862,FL
00378999,N,Adjustable CompLife,0J5724    ,129  ,12,6,862,FL
00379000,N,Level Term 10,000065    ,129  ,#VALUE!,117,862,FL
00379001,N,Adjustable CompLife,000065    ,129  ,#VALUE!,117,862,FL
00379002,N,Adjustable CompLife,003525    ,129  ,138,116,862,FL
00379003,N,Level Term 20,061749    ,129  ,332,144,862,FL
00379004,N,Adjustable CompLife,088920    ,129  ,166,40,831,FL
00379005,N,Adjustable CompLife,0B4510    ,129  ,75,45,861,FL
00379006,N,Estate CompLife,048732    ,129  ,440,52,861,NJ
00379007,N,Level Term 10,069435    ,129  ,216,51,808,FL
00379008,N,Level Term 20,000011    ,129  ,#VALUE!,155,861,FL
00379009,N,Corporate CompLife,091579    ,129  ,182,73,857,NY
00379010,N,Level Term 20,044117    ,129  ,478,134,860,FL
00379011,N,Adjustable CompLife,044117    ,129  ,478,98,860,FL
00379012,N,Estate CompLife,056763    ,129  ,374,74,860,MA
00379013,N,Adjustable CompLife,000065    ,129  ,#VALUE!,101,860,FL
00379014,N,Level Term 10,000065    ,129  ,#VALUE!,103,860,FL
00379015,N,Adjustable CompLife,061749    ,129  ,332,89,860,FL
00379016,N,Estate CompLife,0B6858    ,129  ,68,20,860,FL
00379017,N,Adjustable CompLife,003525    ,129  ,138,111,860,FL
00379018,N,Level Term 20,014076    ,129  ,111,143,860,FL
00379019,N,Term 10,069056    ,129  ,269,55,859,NY
00379020,N,Adjustable CompLife,000007    ,129  ,#VALUE!,100,844,FL
00379021,N,Joint/Survivorship CompLife,048732    ,129  ,440,66,859,NJ
00379022,N,Joint/Survivorship CompLife,048732    ,129  ,440,66,859,NJ
00379023,N,Joint/Survivorship CompLife,048732    ,129  ,440,66,859,NJ
00379024,N,90 Life,059593    ,129  ,350,97,859,FL
00379025,N,Adjustable CompLife,062484    ,129  ,327,111,859,FL
00379026,N,Adjustable CompLife,090916    ,129  ,188,22,859,FL
00379027,N,Level Term 10,023224    ,129  ,88,100,859,FL
00379028,N,Adjustable CompLife,023224    ,129  ,88,26,859,FL
00379029,N,90 Life,0E1292    ,129  ,36,25,858,GA
00379030,N,Level Term 10,097627    ,129  ,145,73,843,FL
00379031,N,Term 10,0B1685    ,129  ,79,28,858,PA
00379032,N,Adjustable CompLife,007899    ,129  ,125,58,858,FL
00379033,N,Adjustable CompLife,000011    ,129  ,#VALUE!,60,858,FL
00379034,N,Adjustable CompLife,062484    ,129  ,292,46,823,FL
00379035,N,Estate CompLife,048732    ,129  ,440,48,858,NY
00379036,N,Level Term 10,000007    ,129  ,#VALUE!,72,816,FL
00379037,N,Estate CompLife,060199    ,129  ,345,108,858,FL
00379038,N,Adjustable CompLife,074634    ,129  ,237,122,857,FL
00379039,N,90 Life,0E0997    ,129  ,37,37,857,FL
00379040,Y,Adjustable CompLife,0B1573    ,129  ,56,0,833,FL
00379041,N,Adjustable CompLife,023224    ,129  ,88,105,857,FL
00379042,N,Level Term 20,048732    ,129  ,440,160,856,NJ
00379043,N,90 Life,036191    ,129  ,564,107,856,FL
00379044,N,Single Premium Life,000065    ,129  ,#VALUE!,84,856,FL
00379045,N,Level Term 10,088920    ,129  ,160,95,818,FL
00379046,N,Level Term 10,088920    ,129  ,197,119,855,FL
00379047,N,Level Term 10,088920    ,129  ,197,114,855,FL
00379048,N,Estate CompLife,056763    ,129  ,374,102,855,NY
00379049,N,Estate CompLife,056763    ,129  ,374,102,855,NY
00379050,N,Adjustable CompLife,075213    ,129  ,233,123,855,FL
00379051,N,Level Term 10,000033    ,129  ,#VALUE!,67,800,FL
00379052,N,90 Life,0B0960    ,129  ,82,54,855,FL
00379053,N,Level Term 20,000047    ,129  ,#VALUE!,153,854,FL
00379054,N,90 Life,054140    ,129  ,394,86,854,FL
00379055,N,Joint/Survivorship CompLife,056763    ,129  ,350,84,831,MA
00379056,N,Estate CompLife,036191    ,129  ,564,104,854,FL
00379057,N,Single Premium Life,091579    ,129  ,185,84,854,NY
00379058,N,Estate CompLife,088920    ,129  ,197,113,854,FL
00379059,N,Joint/Survivorship CompLife,056763    ,129  ,374,101,854,CT
00379060,N,90 Life,099992    ,129  ,#VALUE!,56,833,FL
00379061,N,Adjustable CompLife,000065    ,129  ,#VALUE!,55,853,FL
00379062,N,Adjustable CompLife,0B6858    ,129  ,68,19,853,FL
00379063,N,Term 80,000088    ,129  ,#VALUE!,83,853,FL
00379064,N,90 Life,059593    ,129  ,350,88,853,FL
00379065,N,Adjustable CompLife,056763    ,129  ,374,37,852,TX
00379066,N,Level Term 10,062484    ,129  ,288,61,814,FL
00379067,N,Level Term 20,056763    ,129  ,374,124,852,NY
00379068,N,Adjustable CompLife,000033    ,129  ,#VALUE!,96,852,FL
00379069,N,Adjustable CompLife,000064    ,129  ,#VALUE!,94,851,FL
00379070,N,Level Term 20,000033    ,129  ,#VALUE!,164,851,FL
00379071,N,Term 10,0B1685    ,129  ,77,25,849,PA
00379072,N,Adjustable CompLife,0B1685    ,129  ,79,2,851,PA
00379073,N,Adjustable CompLife,0B1685    ,129  ,79,3,851,FL
00379074,N,Adjustable CompLife,000065    ,129  ,#VALUE!,54,823,FL
00379075,N,Adjustable CompLife,0E4258    ,129  ,29,15,851,FL
00379076,N,Adjustable CompLife,003525    ,129  ,138,21,851,FL
00379077,N,Level Term 10,0B4510    ,129  ,43,38,819,FL
00379078,N,Adjustable CompLife,060199    ,129  ,345,102,851,FL
00379079,N,Adjustable CompLife,060199    ,129  ,309,36,815,FL
00379080,N,Level Term 20,007899    ,129  ,85,103,810,FL
00379081,N,Level Term 20,000047    ,129  ,#VALUE!,164,850,FL
00379082,N,Level Term 20,069435    ,129  ,269,159,850,FL
00379083,N,Adjustable CompLife,045863    ,129  ,462,94,849,FL
00379084,N,Single Premium Life,074634    ,129  ,237,64,849,FL
00379085,N,Level Term 20,088920    ,129  ,197,152,848,FL
00379086,N,Adjustable CompLife,088920    ,129  ,197,92,848,FL
00379087,N,Adjustable CompLife,088920    ,129  ,197,55,848,FL
00379088,N,Adjustable CompLife,088920    ,129  ,197,55,848,FL
00379089,N,Adjustable CompLife,000011    ,129  ,#VALUE!,39,848,FL
00379090,N,90 Life,054140    ,129  ,394,108,848,FL
00379091,N,90 Life,054140    ,129  ,394,108,848,GA
00379092,N,Adjustable CompLife,044752    ,129  ,431,70,807,FL
00379093,N,Adjustable CompLife,054140    ,129  ,394,116,848,FL
00379094,N,Level Term 10,000047    ,129  ,#VALUE!,116,845,FL
00379095,N,Estate CompLife,066474    ,129  ,292,83,848,FL
00379096,N,Adjustable CompLife,007110    ,129  ,127,43,848,FL
00379097,N,Level Term 20,000007    ,129  ,#VALUE!,146,848,FL
00379098,N,90 Life,000007    ,129  ,#VALUE!,24,827,FL
00379099,N,Adjustable CompLife,000064    ,129  ,#VALUE!,20,847,FL
00379100,N,Level Term 20,048732    ,129  ,440,133,847,AZ
00379101,N,Adjustable CompLife,000011    ,129  ,#VALUE!,43,847,FL
00379102,N,Level Term 20,071814    ,129  ,255,135,847,FL
00379103,N,Level Term 20,000011    ,129  ,#VALUE!,124,847,FL
00379104,N,Level Term 20,054355    ,129  ,392,135,847,FL
00379105,N,90 Life,062484    ,129  ,327,102,847,FL
00379106,N,90 Life,062484    ,129  ,327,102,847,FL
00379107,N,Adjustable CompLife,075213    ,129  ,233,79,847,FL
00379108,N,Adjustable CompLife,000033    ,129  ,#VALUE!,55,847,FL
00379109,N,Level Term 10,048732    ,129  ,440,109,847,PA
00379110,N,Estate CompLife,048732    ,129  ,440,105,847,PA
00379111,N,Level Term 20,092847    ,129  ,180,158,847,FL
00379112,N,Level Term 20,056763    ,129  ,374,165,846,CT
00379113,N,Estate CompLife,045863    ,129  ,462,100,846,FL
00379114,N,Estate CompLife,069435    ,129  ,269,125,846,FL
00379115,N,Adjustable CompLife,023272    ,129  ,88,55,846,FL
00379116,N,Level Term 10,022998    ,129  ,89,66,846,FL
00379117,N,90 Life,059593    ,129  ,350,122,846,FL
00379118,N,Adjustable CompLife,000033    ,129  ,#VALUE!,20,845,FL
00379119,N,Whole Life,054140    ,129  ,380,103,831,TX
00379120,N,90 Life,011514    ,129  ,116,17,845,FL
00379121,N,Adjustable CompLife,0B8836    ,129  ,65,36,845,FL
00379122,N,Adjustable CompLife,0B0774    ,129  ,82,10,845,FL
00379123,N,90 Life,023224    ,129  ,88,121,845,FL
00379124,N,Adjustable CompLife,014076    ,129  ,111,35,845,FL
00379125,N,Adjustable CompLife,023272    ,129  ,88,28,845,FL
00379126,N,Level Term 20,044117    ,129  ,478,121,845,FL
00379127,N,Level Term 10,099992    ,129  ,#VALUE!,120,813,FL
00379128,N,Adjustable CompLife,013399    ,129  ,113,72,844,FL
00379129,N,Adjustable CompLife,003525    ,129  ,138,22,844,FL
00379130,N,Adjustable CompLife,0J5724    ,129  ,12,8,844,FL
00379131,N,Adjustable CompLife,000033    ,129  ,#VALUE!,89,844,FL
00379132,N,Adjustable CompLife,056763    ,129  ,374,77,844,ME
00379133,N,Level Term 20,061749    ,129  ,279,108,791,FL
00379134,N,Adjustable CompLife,023272    ,129  ,88,87,844,FL
00379135,N,Adjustable CompLife,075213    ,129  ,233,110,844,FL
00379136,N,Adjustable CompLife,000047    ,129  ,#VALUE!,57,843,FL
00379137,N,Adjustable CompLife,000065    ,129  ,#VALUE!,68,843,FL
00379138,N,Adjustable CompLife,000065    ,129  ,#VALUE!,51,843,FL
00379139,N,Adjustable CompLife,009903    ,129  ,71,25,793,FL
00379140,N,Level Term 20,014795    ,129  ,109,161,843,FL
00379141,N,Level Term 10,000007    ,129  ,#VALUE!,58,805,FL
00379142,N,Estate CompLife,014795    ,129  ,109,47,843,FL
00379143,N,Level Term 10,000065    ,129  ,#VALUE!,62,843,FL
00379144,N,Adjustable CompLife,060413    ,129  ,341,108,842,FL
00379145,N,Adjustable CompLife,0B5302    ,129  ,73,33,842,FL
00379146,N,Adjustable CompLife,007899    ,129  ,125,34,842,FL
00379147,N,Estate CompLife,022998    ,129  ,89,22,842,FL
00379148,N,Single Premium Life,060199    ,129  ,345,61,842,FL
00379149,N,Level Term 10,045863    ,129  ,444,119,824,FL
00379150,N,Adjustable CompLife,045863    ,129  ,462,19,842,FL
00379151,N,Term 80,000011    ,129  ,#VALUE!,31,794,FL
00379152,N,Adjustable CompLife,000007    ,129  ,#VALUE!,16,842,FL
00379153,N,Adjustable CompLife,000007    ,129  ,#VALUE!,15,842,FL
00379154,N,Adjustable CompLife,0I0964    ,129  ,24,22,842,FL
00379155,N,Single Premium Life,000065    ,129  ,#VALUE!,63,842,FL
00379156,N,Level Term 20,092847    ,129  ,158,110,820,FL
00379157,N,Term 80,023224    ,129  ,76,51,830,FL
00379158,N,Adjustable CompLife,092847    ,129  ,163,6,825,FL
